id,titulo,descripcion,hay_stock,precio,unidad,imagen,es_oferta,tags
LLAN_00,Llantén,,sí,1900,los 100g,https://lh3.googleusercontent.com/d/1It5h1vbfk7kO6gGvMjbpXapazXxgX_1g,no,yuyitos|tecitos
MACA_00,Maca,Orgánica. Marca Kallpa,sí,1950,el paquete de 500g,https://lh3.googleusercontent.com/d/1-V7h_AoD3CGYoK74fJ4_q3lb3szkPddg,no,suplementos|orgánico
MAIC_00,Fécula de maíz,Maicena,no,2020,el kg,https://lh3.googleusercontent.com/d/1F-cVPoYF-n_vDLcW6cw-hTnmhcC4UaZx,no,harina
MAIC_01,Fécula de maíz sin TACC,Maicena. Marca Dicomere,sí,1600,el paquete de 450g,https://lh3.googleusercontent.com/d/1rbai6gPXUfZfBWDXmD1Ulv8XDmCVeTH2,no,sin TACC|harina
MAIZ_00,Maíz piscingallo,🍿,sí,1500,el kg,https://lh3.googleusercontent.com/d/1Xy8fa-In1pJ6n8gHA60bNmyQuAkaDbwF,no,cereales
MANI_00,Maní tostado sin sal,,sí,3500,el kg,https://lh3.googleusercontent.com/d/18mP3UT901XXRfkhTsUbuMwQj-3g-fe4h,no,frutos secos|snacks
MANI_01,Maní tostado con sal,,sí,3500,el kg,https://lh3.googleusercontent.com/d/16cpvcL1mkSlhA_q77CidqK2YBIgL_X57,no,frutos secos|snacks
MANI_02,Maní crudo,,sí,4700,el kg,https://lh3.googleusercontent.com/d/1U0a0SbwvtT0uS-zewLhfdnHe8yG7rZo5,no,frutos secos
MANI_03,Maní con chocolate,,no,0,los 100g,,no,frutos secos|snacks|chocolate
MANZ_00,Manzanilla,¡Flor de manzanilla!,sí,4100,los 100g,https://lh3.googleusercontent.com/d/1GAMh5vTEP6wdvIZEUYbfO4Czlo1gZXCJ,no,yuyitos|tecitos
MARC_00,Marcela,,sí,1100,los 100g,https://lh3.googleusercontent.com/d/1VU0r5IXzzw63K9smxTN8SOG_y7U_FKbr,no,yuyitos|tecitos
MENT_00,Menta egipcia,,sí,2000,los 100g,https://lh3.googleusercontent.com/d/1P2Sa1vvzvtRyWvUwewT19aaqxc7iWr6b,no,novedades|yuyitos|tecitos
MERK_00,Merkén,,sí,2100,los 100g,https://lh3.googleusercontent.com/d/1p_w8sPu7FIXMzHWJ1zi8toBEyZNgyUMR,no,especias
MERM_00,Mermelada de frutos rojos,Endulzada con miel,sí,4900,el frasco de 500g,https://lh3.googleusercontent.com/d/1m5XYASEFeK6jU1H850LzD7ZQzokIbDLl,no,sin TACC|mermeladas/dulces
MIEL_00,Miel líquida,Marca De Los Arroyos,sí,6200,el frasco de 1kg,https://lh3.googleusercontent.com/d/1LPxuX8-g60Ijn-f0aeNjb6NGjHndjq1o,no,sin TACC|miel
MIEL_01,Miel cremosa,Marca La Colmena de Cristal,no,6800,el frasco de 900g,https://lh3.googleusercontent.com/d/1GCKcHDgQ_ZenKjUe86b3HRA6N2NjQBeS,no,miel
MIEL_02,Miel con jengibre,Marca Apidelta,sí,3120,el frasco de 240g,https://lh3.googleusercontent.com/d/1RoSPnWSCepjpDokACC9ECOll6IDcS-v6,no,miel
MIEL_03,Miel fraccionada,,no,0,el kg,,no,miel
MIEL_04,Miel líquida,Marca De Los Arroyos,sí,4000,el frasco de 500g,https://lh3.googleusercontent.com/d/1SlWdNq_sdxoU9hgehrAPS2JRS-f3pc3V,no,sin TACC|miel
MIEL_05,Mentomiel,Miel con menta. Marca Apidelta,sí,3700,el frasco de 240g,https://lh3.googleusercontent.com/d/1w66OfSAvqJ7U0wIcOtatvaYGONCeu_zJ,no,miel
MIJO_00,Semillas de Mijo,,sí,2500,el kg,https://lh3.googleusercontent.com/d/1SyJ427EfugmNZARcy4XNmRNT-SjYKsJ_,no,cereales
MIXF_00,Mix de frutos secos con pasas,,no,0,los 100g,,no,frutos secos|snacks|vegano
MIXF_01,Mix de frutos secos sin pasas,,no,0,los 100g,,no,frutos secos|snacks|vegano
NUEM_00,Nuez moscada,,sí,950,los 25g,https://lh3.googleusercontent.com/d/1syV9d0vZ-JC2SAz3EhDMKBBc9m0UefQu,no,especias
NUEZ_00,Nuez mariposa,Extra Light,sí,1800,los 100g,https://lh3.googleusercontent.com/d/1o__FuUFhxEm89qghVaxC_aCpzHpSqLnM,no,frutos secos
NUEZ_01,Nuez pecán,,sí,2530,los 100g,https://lh3.googleusercontent.com/d/1m_Gayo130fpGguTve83x8SZhnbtICVeI,no,frutos secos
OREG_00,Orégano,,sí,800,los 50g,https://lh3.googleusercontent.com/d/1QCQUBmAF0LR8tuPl-8bpw8VwOkBIC3Jg,no,especias
PASA_00,Pasas de uva morochas,Variedad jumbo,sí,530,los 100g,https://lh3.googleusercontent.com/d/1c-j42FDfBCr7OZGVwM7cAgsWjcldS0CC,no,frutos secos
PASA_01,Pasas de uva rubias,Variedad sultaninas,sí,1000,los 100g,https://lh3.googleusercontent.com/d/1IcB8n4hfvGUq4xcNjL4uhObmmN6a_lqk,no,frutos secos
PASA_02,Pasas de uva con chocolate ,,no,0,los 100g,,no,frutos secos|snacks|chocolate
PAST_00,Pasta de maní,Marca Entre Nuts,sí,2800,el frasco de 370g,https://lh3.googleusercontent.com/d/1OD-baPXu_L_ySSrV5DVOUjcJD3UWka-I,no,sin TACC|frutos secos
PAST_01,Pasta de maní con cacao,Marca Entre Nuts,sí,2900,el frasco de 370g,https://lh3.googleusercontent.com/d/1aFqrXeWRubozNkJuA_lABYmldZ8GoNTJ,no,sin TACC|frutos secos
PAST_02,Pasta de maní con coco,Marca Entre Nuts,sí,2900,el frasco de 370g,https://lh3.googleusercontent.com/d/19L6qZynenwEnyWf-CtDNfbVn6RVKvQ6i,no,frutos secos
PAST_03,Pasta de maní con stevia,Marca Entre Nuts,sí,2900,el frasco de 370g,https://lh3.googleusercontent.com/d/1bl3qBcUrn0gu2-iwAUqL4SMLXKJLI83v,no,frutos secos
PAST_04,Tahini,Pasta de sésamo. Marca Zenny,sí,6300,el frasco de 250g,https://lh3.googleusercontent.com/d/1ZoW4XjfF3CpFWvJ4Y6Sfn19yDjsOt3Q4,no,frutos secos
PAST_05,Pasta de maní ahumado,Marca Entre Nuts,sí,2900,el frasco de 360g,https://lh3.googleusercontent.com/d/1AuA1S-XnvuNZL09E3uvImUSK5XUuQTAj,no,frutos secos
PEPE_00,Peperina hojas,,sí,1900,los 100g,https://lh3.googleusercontent.com/d/1kRT6TkK9RcMFriNjCU-VWs_oIMwwTjqF,no,yuyitos|tecitos
PERA_00,Peras deshidratadas,,sí,3825,los 250g,https://lh3.googleusercontent.com/d/1L_NAbxfN--YsXPRfDoJt2spnKgFapiHn,no,frutos secos
PIME_00,Pimenton ahumado,,sí,2400,los 100g,https://lh3.googleusercontent.com/d/1n_mcDTmyDz8yuVNwcMaSVYA5SvPLAhZl,no,especias
PIME_01,Pimenton dulce,,sí,2300,los 100g,https://lh3.googleusercontent.com/d/1n_mcDTmyDz8yuVNwcMaSVYA5SvPLAhZl,no,especias
PIMI_00,Pimienta negra molida,,sí,2050,los 50g,https://lh3.googleusercontent.com/d/1DfNzeUOSdMMCQujtS7Xn7Bv__KvCjwjW,no,especias
PIMI_01,Pimienta blanca molida,,sí,3200,los 50g,https://lh3.googleusercontent.com/d/1jf9tARdmJOH7pc6OEWaywmhOvs5pI_lz,no,especias
POLE_00,Poleo,,sí,1700,los 100g,https://lh3.googleusercontent.com/d/1BzpRIH5zosetnv4EcH3Oem8iHEcTLx_X,no,yuyitos|tecitos
POLV_00,Polvo de hornear,,sí,820,los 100g,https://lh3.googleusercontent.com/d/1f21bTGf8cptHNrHCbovt0Y1lnsHFUg-K,no,especias
PORO_00,Porotos Mung,,sí,2870,el kg,https://lh3.googleusercontent.com/d/1aAHb8DjquPkDqz74VBO13OY_EKs9C3ZK,no,legumbres
PORO_01,Porotos Negros,,sí,2500,el kg,https://lh3.googleusercontent.com/d/1UcCugu5hR0ir3Vkvsp4Rb7E_Tqsem9AN,no,legumbres
PORO_02,Porotos Aduki,,sí,2800,el kg,https://lh3.googleusercontent.com/d/1DvAnl3kV9VJaAGTJ408IqrS4JumOPZkz,no,legumbres
PORO_03,Porotos Alubia,,sí,4300,el kg,https://lh3.googleusercontent.com/d/1kRkSoGJgL-b_wBPTHRJYyBP-K3bUxqkD,no,legumbres
PROT_00,Proteína vegetal,,no,0,,,no,suplementos
PROV_00,Provenzal,,sí,2200,los 100g,https://lh3.googleusercontent.com/d/14znZSilgynBdPwXSnkTqaI6y4dYDiFGk,no,especias
QUIN_01,Quinoa,Quinoa real blanca (Peru),sí,11600,el kg,https://lh3.googleusercontent.com/d/1XiLf3lCQN9yUme0gtp8HnZcfcfNzUnDx,no,cereales
ROME_00,Romero,,sí,2500,los 100g,https://lh3.googleusercontent.com/d/19jUhCvN1ShWofGGneRsRzj4aeK2uy19y,no,especias
SAHU_00,Sahumerios Satya Nag Champa,,sí,1800,la cajita de 12 sahumerios,https://lh3.googleusercontent.com/d/1uyPvychzuGlyFTuC4AQXMyycxgkm-9dH,no,
SALM_00,Sal marina fina,Marca Macrozen,sí,1900,el paquete de 500g,https://lh3.googleusercontent.com/d/1tdLhBmCKxQiaQxtPnj15uGYA0EVrFcqy,no,sin TACC|harina
SALM_01,Sal marina fina,Marca Frutos de mi tierra,sí,1700,el paquete de 500g,https://lh3.googleusercontent.com/d/1M7pg8GE2f3ow6yWvubDT0nR8k_GftDfl,no,especias
